comment,paslon
wakilnya sama pernah di jateng tapi pak hendi lebih nyata kinerjanya pas jadi walikota berbanding terbalik sama gus yasin,"andika_hendi, luthfi_taj"
pak andika jos,andika_hendi
andika rambo lah,andika_hendi
"lirik lagu lir ilir
lir ilir lir ilir tandure wong sumilir tak ijo royo royo
tak sengguh panganten anyar
cah angon cah angon penekna blimbing kuwi
lunyu lunyu penekna kanggo mbasuh dodotira
dodotira dodotira kumintir bedah ing pinggir
dondomana jrumatana kanggo seba mengko sore
mumpung padang rembulane mumpung jembar kalangane
sun suraka surak hiyo",unknown
melawan patung polisi aja pasti kalah itu polisi asli coba deh adaain survey yg netral,luthfi_taj
ayo masyarakat jawa tengah berbondong2 pilih rambo biar hidup makmur,"andika_hendi, luthfi_taj"
pas acara di tempaku tentang umkmsaya di beri kesempatan bertanyabelum bertanya tentan umkm ke depannyae sudah terjawabgak jadi bertanyaandika hendi  menang menang,andika_hendi
insyaallah menang menang menang,unknown
andika hendi sakjose,andika_hendi
pupuk di jateng kurang pak dan mahal,unknown
bumd mana nih  susu kemaren din buang buang diboyolali,unknown
yang buat contekannya siapa ya,unknown
pak andika heri unggul  ya cerdas  bijak patut mendapat apresiasi lah sukses selalu pak jadi inspirasi semua org,andika_hendi
saya jateng pilih no 01  mereka berdiri sendiri  tempatku banyak pilih 02 karena gus yasin anak mbah maimoen  tapi saya pilih pak andika karena pas debat saja sudah baik gak banyak janji yang muluk muluk dan tegas pemberani  gak minta bantuan presiden untuk mempromosikan,"andika_hendi, luthfi_taj"
tetap andika karna ngga pake surat tilang bro,andika_hendi
nderek dawuhe guse milih pemimpin kui wajib santri ben mikirke santri lan pesantren,luthfi_taj
untuk sekarang saya pilih tni dan hancurkan pengaruh cawecawe jokowi urusan pdip bisa kita selesaikan nanti,"andika_hendi, luthfi_taj"
lagu lir ilir aja gak hapal no 02 ini gimana,luthfi_taj
01 jateng perkasaaa,andika_hendi
jepara dukung 01,andika_hendi
dulu saya mati matian bela jokowi  skrng yg di dkung jokowi sdah g mau lagi  dkung  perkasa pilihan utama kluarga,"andika_hendi, luthfi_taj"
saya sekeluarga pilih andikahendi,andika_hendi
perkasa yes,andika_hendi
tahu kethek salatiga,unknown
"tahu ketek dari salatiga 
salatiga sebelah mana pak lutfi",luthfi_taj
jateng perkasa,andika_hendi
semoga pilkada jateng menjadi tonggak lahirnya demokrasi bersih tanpa ada embel2 mulyono,luthfi_taj
insyaallah mas andika hendi untuk jateng lebih maju dan makmur aamiin,andika_hendi
baca trus fiii hahaha contekan jgn sampai lepas,luthfi_taj
mau memanfaatkan figur prabowo dan jokowi tp rakyat cerdas mana yg punya kapasitas dan narsis aja sih,luthfi_taj
"rekam jejak polisi dan tni pilih yg mana kalian
tentunya tni
polisi perut buncit makan uang2 pengguna jalanan","andika_hendi, luthfi_taj"
andika pasti gubernur jateng,andika_hendi
01 kok sellu internet waae topike ra masokk blas jateng wes lancar internet sampe plosok ra kasel mimpin 01,andika_hendi
jawa tengah bersama tni,andika_hendi
di balik 01 ada bantengnya  gak dulu lah bertahun2 kok nurut sama si nenek,"andika_hendi, luthfi_taj"
kok aku lebih suka cara jawab tan tanggap pak hendi ya,andika_hendi
ko nggaws kepekan akeh temen pak lutfi,luthfi_taj
01 walaupun tidak banyak koalisi tapi tetap di hati rakyat jateng bersama pkandika jateng perkasa,andika_hendi
gas jateng 01,andika_hendi
luthfi taj yasin terap terdepan dan menang,luthfi_taj
suka dengan cara menjawab pak hendi,andika_hendi
"bismillah semoga pak andika hendi terpilih sebagai gubernur jateng 20242029

yang setuju aamiinkan 

aamiin","andika_hendi, luthfi_taj"
pokoke pak andika,andika_hendi
menyala,unknown
jateng perkasa,andika_hendi
bismillah pk andikaa trpilih amin,andika_hendi
01 full gagasan dan wawasan sebelah full kepekan,andika_hendi
tni,andika_hendi
01 oke,andika_hendi
mari   kita bikin  jawa tengah  lebih perkasa,andika_hendi
aku pilih pak andika dan pak hendi,andika_hendi
semoga allah mengizinkan pak andika  pak hendi memimpin jateng aamiin yaa allah,andika_hendi
andalannya internet terus,unknown
kenapa debat cawagubtidak masyarakat awam yg membuaat soal pertanyaaankenapa orang pinter saja,unknown
tetep baju loreng,andika_hendi
adol agomo neh ra ki,unknown
daerah demak ful pk andika hendi wes cukup areb banjos arep sembako murah tetap andika hendi,andika_hendi
saya yang sejak s1 hingga s2 saat ini mendalami fenomena pengembangan desa dan migrasi desakota di jawa melihat sebenarnya perdesaan di jawa kehilangan ketertarikan tersendiri sehingga banyak peralihan tenaga kerja pertanian menuju non pertanian tenaga kerja ini mayoritas adalah anak muda dan itu gen z hal ini disebabkan karena pertanian tidak bisa memenuhi kebutuhan hidup personal dan keluarga akhirnya lahan pertanian dikembalikan ke masyarakat tua yg notabene orang tua dari gen z ini idealnya perdesaan perlu dikembalikan sebagai fungsinya sebagai penghasil pangan petani perlu disejahterakan caranya adalah penerapan teknologi pertanian terkini penanaman efektif serta pengolahan hasil pertanian yang lebih menjual kekurangannya sekarang adalah bagaimana menerapkan teknologi pertanian terkini kepada petani yang mayoritas orang tua salah satunya dapat dengan anakanaknya dibuat untuk nyaman untuk kembali ke pertanian dan petani tua diberi kesempatan untuk belajar dapat melalui penguatan kelompok tani ini cerita singkat penelitian yang saya lakukan di jawa tengah,"andika_hendi, luthfi_taj"
mohon maaf pak lutfi emang ada ya di salatiga tahu ketek bukanya gethuk ketek ya,luthfi_taj
bukan penurunan air tanah tapi penurunan muka tanah atau land subsidence,unknown
lutfi,luthfi_taj
andika hendi  pilihanku rambo  no sambo,"andika_hendi, luthfi_taj"
mandika,andika_hendi
pak andika aku padamu grobogan jateng,andika_hendi
do milih he 01 di komentar ini bagaimana kenyataan di bilik tps nanti,andika_hendi
tetap 02,luthfi_taj
rambo,andika_hendi
partai tukang jual pulau kok dibilang cerdasklo bukan sokongan cuan ga akan begini naruh harga diri demi berpura mendukung sampai kapan sdm nya begini terus,unknown
perda 3 bulan sekali  setahun berarti ping 4,unknown
lebih memilih orang baru dari yg sudah berpengalaman maklum seperti adanya koidah ilmu aljadi ladidperkara baru selalu bikin mengenakan bagi orang yg cerdas dan religius akan bisa mengerti siapa yg paling cocok untuk menjadi pemimpin beda pilihan wajar tpi soal hakikat pemimpin hanya yg sudah mapan dan berpengalaman bukan hanya modal orang baru dan cuan yg melimpah,unknown
kok iso buka buka kertas opo sakdurunge wis di kei kisi2 sing meh di enggo debat yaa,luthfi_taj
santri all in gus yasin,luthfi_taj
andika hendi,andika_hendi
kok sama pak andika nggak mau cipika cipiki yaa,andika_hendi
bismillah aku tetep pilih andika perkasa gak pandang partai nya apa semoga menang,andika_hendi
pilih nomor 2 yg cakepnomor 1 serem,"andika_hendi, luthfi_taj"
wong maju pilih nomor 2,luthfi_taj
buzzer tolol,unknown
gus yasin koq tdk bisa membedakan panggung politik dg pengajiankoq pakai sarung terus,luthfi_taj
andika hendi menang,andika_hendi
3620 mulai sesi debat,luthfi_taj
pilih pak andhika semoga jawa tengah tambah maju dg kepemimpinan pak andika dan pak hendi,andika_hendi
di live chat banyak komentar copy paste bolak balik haha,unknown
kualitas beda jauh bos01 pakai hati  pikiran02 pakai contekan,"andika_hendi, luthfi_taj"
bpk andika pilihan keluarga kami,andika_hendi
santun banget katakatanya pak andika dan pak hendi,andika_hendi
andika perkasa gubernur jateng,andika_hendi
pemuda dan gen z siap pilih andika hendi,andika_hendi
02 banyak contekan,luthfi_taj
mohon maaf nomer 2 itu sdh ngadu ke bpknya msh aja bawa contekan dan msh ada yg milih,luthfi_taj
visi misi menjawab pertanyaan dll pasangan 02 selalu baca contekanadehhhhh anak sd juga bisa,luthfi_taj
wes 02 bingung buka contekan,luthfi_taj
kebumen allin andika hendi 01,andika_hendi
andika hendi menang,andika_hendi
lutfi kok malah buka buka contekan,luthfi_taj
tni lebih mengayomi rakyat lebih dekat dengan tni,andika_hendi
rembang hadir pak andika,andika_hendi
rembang hadir pak andika,andika_hendi
gubernur rasa presiden,unknown
wes tau di pimpin pak hendi semarang maju dan bagus sekarang ne suru milih ya yang ada pak hendi lagi ada pak andika jd nilai plus semoga bisa jaga jateng aman dan makin maju ditangan mereka berdua,"andika_hendi, luthfi_taj"
15022 mungkin maksudnya gethuk kethek kali ya,"andika_hendi, luthfi_taj"
all in andika,andika_hendi
aku pilih andika saja yg benar tulus dan pasti jujur dan disiplin krn mantan tni kl sebelah aku ragu,andika_hendi
malah nyanyi jaaaannn jaannnn,unknown
luthfi gus yasin menang3x,luthfi_taj
pilih pak andika hendi yg kalem tanpa arogan,andika_hendi
02 kurang prcaya diri sdh memboyong partaidi endorse mulyono itupun harus mnt endorse presiden kalau kalah betapa malu nya,luthfi_taj
02 menggebu ngebu pakai tex pula,luthfi_taj
tahu kethek salatiga hedeeeeeeeh salah banter,unknown
1,andika_hendi
freak banget gy,unknown
semoga jawa tengah semakin maju baik adil sejahteraaamiin,unknown
andika  hendi menang,andika_hendi
debat  membaca,unknown
petani kesenangan  lutfi lutfi,luthfi_taj
mulyono menyengsarakn rakyat,luthfi_taj
maksud lo apa kok ada iklan,unknown
andika  hendi jateng 1,andika_hendi
curiga pertanyaan debat sudah bocor karena bawa contekan banyak,unknown
la penghapusan utang petani nelayan kan sudah dilakuin pak presiden,unknown
penguasaan materi jelas berbeda,unknown
"saran besok lagi kalau mau nyanyipuji2ansholawatan atau apalah itu hafalin dulu ya pak 
itu lagu jaman saya belom sekolah aja udah hafal diajarin orang tua sebagai orang jawa tengah tulen pasti tau banget deh lagu lir ilir",luthfi_taj
orng cerdas pasti pilih andika hendi yg trbaik,andika_hendi
waakakakak bu markonah kuwi sopo pakitu nama merk bu markonahwkwkwkwkwk studi lagi lah,unknown
wes pokok e ojo sambo yo,luthfi_taj
jateng perkasa,andika_hendi
andika  hendi aku si yess,andika_hendi
kartu lagikartu lagi jd keinget pak mulmul byk kartunya tp hanyanprank gas bpk andika,andika_hendi
pak andika pak hendi menang bismillah,andika_hendi
nek posisi ora ng umah tp pengin milih kpy carane ya,unknown
jateng perkasa,andika_hendi
selama tinggal di sala tiga gak pernah itu denger tahu kethek yang ada getuk kethek,unknown
terlihat tulus banget pak andika dan pak hendi pengen membangun jawa tengahtidak  ambisitidak egois semoga di mudahkan pakmakin yakin pilih no 1,andika_hendi
semua hebat calon gubernur ku dan wakil gubernur ku biarkan masyarakat yg menentukan untuk jateng 1 tetap optimis untuk menjadi jateng lebih baik,andika_hendi
debat 1 dan 2  sudah jelas  pilih andika hendi 01  presiden kog memihak,"andika_hendi, luthfi_taj"
jossssss pak luthfi,luthfi_taj
tetep pilih pak andika hendi,andika_hendi
pak andika  pak hendi cerdas,andika_hendi
ada yang tahu dimana lokasinya kalau mau beli tahu kethek salatiga,unknown
jawa tengah makmur tanpa partai banteng,andika_hendi
cocok pk lutfi hapus kartu tani allohu akbar,luthfi_taj
lho lho lho sing pilih lutfi jare titipane mulyo kok sepi,luthfi_taj
10 taun kmren yg ngusung banteng jateng bobrok  pilkada  jangan  banteng,"andika_hendi, luthfi_taj"
hendi cerdas rekam jejaknya di semarang pun bagus,"andika_hendi, luthfi_taj"
02 parah dodolan agama emng wong jateng ora ngerti tntang agama ap  emng 02 main kotor,luthfi_taj
saya orang jawa barat memprediksi kayay pak andika yg jadi gubernur jateng waallahu alam,andika_hendi
andika hendi,andika_hendi
andika,andika_hendi
aku sih milih yang bukan mantan polis1,andika_hendi
jateng hny bs dipimpin oleh pak lutfi dan gus yasin biar semakin maju  coblos no 2,luthfi_taj
saya lihat andhika hendi lebih rasional dan lebih bagus penyampaian penjelasan nya,"andika_hendi, luthfi_taj"
sing penting bisa gawek jawa tengah lebih baik,unknown
nderek exs tni mawon,andika_hendi
90 komen andika,andika_hendi
brebes siap menangkan luthfiyasin jadi gubernur jateng,luthfi_taj
semoga jatimgubenurnya rismajateng andikajawa barat kdmjakarta pramonomantap dechpenombang kanan kiri daerah kalo kerja sama pasti mantap,andika_hendi
bisa gak sih gausah bawa2 bapak presiden  prabowo dan bapak jokowi,luthfi_taj
hayo masyarakat jatengmenangkan andika hendijangan salah pilihkemajuan jateng ada di tanggan masyarakat jateng sendirijangan terlena kalo ada bansos bansoskeluarga semua coblos andika handi,andika_hendi
mosok jek gelem dipimpin karo banteng  pirang taun dipimpin banteng podo makmur ora lur  trahno sak durungepun yo ngeneki koyo koyoo meyakinkan bakno yo bioso ae,andika_hendi
lutfi tajyasin gasspol,luthfi_taj
bismilah lutfi yasin,luthfi_taj
org cerdas pilih andika hendi,andika_hendi
pendukung ladussing mana nih comentnya,unknown
pak luthfi pak taj yasin,luthfi_taj
togel lancar,unknown
penimbun solar  lancar karena dpt restu sambo grup,luthfi_taj
semoga rakyat tdk mudah tergoda kades korupsi dan bansos,unknown
pilih rambo bukan sambo ngopeni pungli dan nglakeni,"andika_hendi, luthfi_taj"
yg komen awal anak buahe rafi ahmad bukan orang jawa tengah,luthfi_taj
itu closing statement 1 menitnya dibuat nyanyi lir ilir kenapa kok engga statement yang bikin semangat,andika_hendi
"pilih yg jujur saja pasti kedepanya baik buat rakyat 


jangn pilih orang yg kbnyakan cari muka doang untk rakyat",unknown
"andikahendi pasangan cerdas  punya tujuan jelas
lutfiyasin hanya umbar janji  jual kyai demi ambisi","andika_hendi, luthfi_taj"
gus e insyaallah menang no2,luthfi_taj
semua berjalan sesuai dgn kehendak nya,unknown
1,andika_hendi
o2 buka contekan hasil cawe cawe dari prabowo  sama jokowikurang percaya diri,luthfi_taj
lutfi baca puisi,luthfi_taj
di jawa tengah ada 2 calon sambo dan rambo  yang setuju rambo yes angkat jempolnya yang setuju sambo no juga angkat jempolnya,"andika_hendi, luthfi_taj"
pak andika orang yg sangat cerdas tanpa teks dalam penyampaian nya memahami seluruh tema dan sub tema yg di berikan dan memahami  seluruh wilayah jawatengah pak hendi dengan tegas dan cerdas dalam menyikapi semua tantangan bismillahirrahmanirrahim warga jateng pak andika  hendi cocok aaminn,andika_hendi
sepertinya pertanyaan panelis ko sdh di bocorkan pd paslon 02,luthfi_taj
andika hendi,andika_hendi
01 jateng perkasa,andika_hendi
andika pilihanku,andika_hendi
pasangan andika dn wakilnya semoga bs sukses menang jd gubernur jateng amin,andika_hendi
satu kata  luthfiyasin yg akan memang menjadi gubernur jateng ayo yg berani taruhan sini berapapun saya terima  luthfiyasin milik jateng a1 menangmenangmenang,"andika_hendi, luthfi_taj"
andika  hendi tetap,andika_hendi
"kota semarang tengah  utara  barat  timur  selatan 
anti 02",luthfi_taj
andikahendi menang menang menang,andika_hendi
bismillah kulo tak milih ahmad lutfygus yassin,luthfi_taj
ork iso nyanyi og nyangi ngsin2i,luthfi_taj
ddi wkil sj 5 th gk brkutik am sx untuk desanya pie to gus ue kie,luthfi_taj
"01 andika  prabowo tni
02 lutfi  sambo polisi","andika_hendi, luthfi_taj"
pak andika hendi meskipun baleho nya kecil tapi suara rakyat untuk pak andika hendi besar meskipun pak lutfi setiap hari mengagumi dan membangga bagakan jokowi semoga dipilih keluarga jokowimasyarakat jateng udah cerdas udah gk mempan iming iming bansos kalau pun besok ada serangan fajar atau pun bansos dari lutfi saya tetap akan tetap dukung pak andika hendibiar kapok,"andika_hendi, luthfi_taj"
"jelas p andika tetep perkasa
pemimpin harus bisa memberi contoh mengayomi bukan menekan memaksa 
salut p andika insyaallah gubernur jateng",andika_hendi
kota semarang tetap pak andika perkasa 01,andika_hendi
2 lawan 1 di sikat sama cawagub 01 mobat mabit pasangan 02,"andika_hendi, luthfi_taj"
gw sabagai warga jatenggw aslinya stuju pa andika jdi gubernurtapi tdak dgn partaiinyagw ngikukitin pak andika wktu masih kasad smpe pensiuntapi syangnya dri pdip,andika_hendi
anda org rembag sndri jd wkil gubernur knp desa anda msh klh sm desa laen gusss poe to kie,luthfi_taj
02 belum kenyang setoran togel,luthfi_taj
bansose wes metu kalah saing ttsp pk andhika perkasa hendi yg terbaik buat jawa tengah,andika_hendi
cerdas waras tetap pilih pandika,andika_hendi
itu seriusan paslon 02 gapunya gelar sarjana dua dua nyarakyat jateng yakin klo milih 02 mirip fufufafa gapunya gelar sarjanasistem nya asal di dukung raja jawa jadinya ngerasa aman,luthfi_taj
wkwkw mlu sndri akhirnya km gusss,luthfi_taj
bismllh insyllh saya dr tegal balapulang mutlak pilih pak andika dr awal debat santaiteg,andika_hendi
andika yesss,andika_hendi
ayo masyarakat yg pinter n cerdas pasti pilih pk jendral andika perkasa hendi,andika_hendi
brebes mendukung mu jendral andhika perkasa,andika_hendi
"saya warga propinsi di luar jateng tp tetep concern dgn yg terjadi di tanah tumpah darah ayah saya 

maaf yg urakan itu dari paslon nomor berapa nggih",unknown
tni lebih bermasyarakat jaminan 01,andika_hendi
andika gubenur ku 01 perkasa,andika_hendi
pokoe manang kalah ttp aku andika hendi,andika_hendi
kartumulu bahasnya ga jauh2 dgn gaya muliyono,luthfi_taj
suwun gus pati sampun dipikirke,luthfi_taj
mantaaaap andika hendy menjelaskan program secara lugas jelas tegas sederhana n no text no janji2 manis,"andika_hendi, luthfi_taj"
andika  hendi  caiyooooooo,andika_hendi
"saya kagum sama pak andika sejak jadi ksad tni saya sering liat youtube jenengan bagaimana jenengan memperlakukan istri masyarakat cara senyum sampai cara berbicara saya akan bantu jenengan untuk jadi gubernur seperti saya bantu pak prabowo jadi presiden saya berharap jenengan bisa jadi gubernur jateng yang terbaik dari sebelumnya saya bersyukur ternyata orang saya kagumi adalah calon gubernur jawa tengah dimana saya termasuk daerah didalamnya saya hidup

dari muhlisin desa karangjati kabupaten pekalongan","andika_hendi, luthfi_taj"
pak andikaaa hendi menang,andika_hendi
hadir,unknown
andika hendi jawa tengah menyala,andika_hendi
taj yasin gila jabatan  ambisi adh ckp kmren saya pikih sekarang saya tau kalau fia itu gila jabatan,luthfi_taj
andika jauh lebih baik dan lebih layak untuk jateng 1,andika_hendi
andika for jateng,andika_hendi
pak andhika lebih tulus kepada rakyat,andika_hendi
saya warga jateng paling timur pilih pak andika hendi menjadi gubernur dan wakil gubernur jarang 20242029,"andika_hendi, luthfi_taj"
p andika yg terbaik untuk jawa tengah,andika_hendi
andhika hendi,andika_hendi
milih banteng sing ono malah tambah remokkkk blas raono kemajuan salah satu provinsi tinggi tingkat kemiskinan losss 02 gassss,"andika_hendi, luthfi_taj"
paslon 02 prlu byk bljar lg krna sllu liat contekan tp paslon 01 gk prnh pke contekan krna otk paslon 01 brdua sgt crdas jenius,"andika_hendi, luthfi_taj"
lutfiyasin mantap cooooiii,luthfi_taj
02 ajuuurrr,luthfi_taj
klau org cerdas pilih pak andka gus e sdh pernah menjabat tp banyak impian,luthfi_taj
sulittt nek saingan karo kebo,unknown
beehh nyati jwbn pke contekan sgla paslon nmr 2 jls2 bs jwb ap gk tu liat pak andika jwb tnpa teks bnr2 pnter crdas sx paslon 01,"andika_hendi, luthfi_taj"
tetep andika jateng,andika_hendi
jwb aj pke contekan beda kls sm pak andika tnpa contrkan jwb dg pnter dn crdas tnpa tek jls2 sgt pnter paslon 01,"andika_hendi, luthfi_taj"
no 1 andikahendi,andika_hendi
ambil nmr aj lgaknya sok2an slh lgi gk pas gt og mw mmpin jateg mmpi kli yeee,luthfi_taj
santriwan dan santriwati pasti memilih gus taj yasin maemun guru dari para santri di jawa tengah  kyai maemun zubair di saudi pun terkenal mbah maemun atas ilmuwan nya tentang agama islam di indonesiamaju bersama luthfi dan gus yasin maemun  jateng terdepan,luthfi_taj
pret lut omgnmu gk tmbus,unknown
walaupun masih ragu dengan kedua cagub jateng rasa rasanya jendral andika hendi masih mending dari pada golput soalnya cagub lutfi sangat dekat dengan mulyono  takut nya kalau golput nanti suara saya disalah gunakan seperti kemarin pilpres untuk menghalalkan segala cara asal anak nya menang apalagi saat debat tadi pak andika hendi lebih santai pernyataan nya mudah dipahami dan sangat menghargai lawan debat nyapilih jendral andika hendi agar cepat move on dari keluarga mulyono sudah muak setiap hari berita kalau tidak mulyono lalu anaknya padahal masih banyak hal hal yang lebih penting seperti fufufafa,"andika_hendi, luthfi_taj"
insya allah ttap istiqomah pilih nomer 01 pak andika,andika_hendi
yasin waktu jadi wakil pak ganjar ber prioritas apa   sen sen,luthfi_taj
"01 ramah santun  sll menghargai argumen lawan
02 ambisius  menggebu2","andika_hendi, luthfi_taj"
"gw ikut dukung dan doakan saudara warga jateng untuk kemenangan 01 pak andika perkasa mantan panglima ini istimewa mana ada provinsi lain dipimpin oleh seorang mantan panglima tni yang baik dan gak sombong ayo saudara2 buatlah sejarah biar kalian bangga  sejahtera gubernur kalian bakalan kereen salam dari jakarta 

pak lutfi kok ada catatan jawaban apa sudah tahu pertanyaannya sebelum debat","andika_hendi, luthfi_taj"
02 jos barokahi,luthfi_taj
02 selalu jaya,luthfi_taj
ini jwbn yg crdas dn sntun dr pak andika dn hendi bnr2 joss sopan dan brwibawa dg jwbnya rendah hti mntp jika jd gubernur sgt joosss,"andika_hendi, luthfi_taj"
ngopeni bumi op guss nglakoni op to reg wrga jgn mnis2 dg jnjinya to bktikan smw tu,luthfi_taj
netralitas presiden prabowo hanya omon omon,luthfi_taj
kualitas dan propesional nomor 01 menang mutlak,andika_hendi
smg pak luthfi gus yasin  allah ridho memimpin jateng aamiinya robbal aalamiin,luthfi_taj
nmor2 selalu di hati _ indonesia emas 2045,luthfi_taj
andikaaaaaa hendiiiiiii,andika_hendi
ttp optimis mnagkn paslon mmr 1 pak andika hendi jd gubernur jwa tengah,andika_hendi
jawa tengah butuh rambo bukan sambo,"andika_hendi, luthfi_taj"
wong cerdas yo milih andika hendi pas dan tepat untuk jawa tengah,andika_hendi
andika,andika_hendi
andika for jateng,andika_hendi
jangan pernah memilih pemimpin yang baru mulai kontestasi saja sudah menggunakan cara² curang dan melanggar,unknown
banyak orang bayaran yg komen disini,unknown
contekane pass kro pertanyaane cerdas ngrangkume mst ana bocoran,unknown
paling males kalo lagi debat tapi liat catatan terus  kayak gaada pemikiran sendiri jadi keliatan program nya dari tim nya bukan dari pikiran sendiri cagub yang di setir ini mah,unknown
jawa tengah perkasa,andika_hendi
andikaaa,andika_hendi
andika hendi,andika_hendi
andika sudah jelas lutfi kagak jelas banyak kasus yang blm dislesaikan,"andika_hendi, luthfi_taj"
debat oh debat coba 02 ga bawa buku bisa jawab ga yah kira2  kliatn bgt kurang wawasan ny,luthfi_taj
insya allah bpk luthfi dan taj yasin maemun menang 1 putaran kunfayakun bismillah alfatehaamiin,"andika_hendi, luthfi_taj"
gus yasin yes,luthfi_taj
jateng perkasa santai berwibawa no bolak balik contrekan apalagi yang hanya asal bapak suka hadehhh jateng perkas 01,andika_hendi
saya orang jateng muak dengan lutfi,luthfi_taj
ini yang barusan semalem di gedung mac gayam sari,unknown
1,andika_hendi
sudah bisa di pastikan jateng perkasa kawan,andika_hendi
1,andika_hendi
"andika hendy pilihan keluarga besar kami
joosss gandoss",andika_hendi
pilih 02 luthfiyasin,luthfi_taj
perkasa jawa tengahkuuuu,andika_hendi
ngga keliatan ngambang semua bahkan cuman dikit yang nerusin program sebelumnya,unknown
pilih andika guys,andika_hendi
andika yes,andika_hendi
koalisi  ppdi kaleh  koalisi p gerindra pileh endi,andika_hendi
gubernure pak lutfi bupatine pak vicky pemalang menuju revolusi,luthfi_taj
no 2 ngadu ke pak prabowo minta dukungan  memalukan,luthfi_taj
"dan masalah terbesarnya adalah banyak pemilih pak luthfi yg tidak mau komen 
tumpuk ae rene di tampung",luthfi_taj
kakean program ki di jalanke tenan boten pak lut 5 tahun nek kakean ita itu ki cepet lo pak,unknown
02 bikin mules,luthfi_taj
dan pemenangnya adalah andhika hendi,andika_hendi
pada saat andika ngomong pasangan 03 malah ngobrol dan ketawa ketiwi,andika_hendi
andika hendi pemimpin tepat untuk jawa tengah punya program yg tepat tidak menjual kedekatan dengan pusat kayak sebelah,andika_hendi
misal nomer 2 menang nggak kaget sih nyatanya kades2 dikerahkan semua seperti pilpres kmrendemokrasi rusak,luthfi_taj
wong semarang yakin pilih pak andika dan pak hendi,andika_hendi
"tata carane pilih pasangan gubernur sg bener lan cerdas
ng bilik suara tps
1 kartu suara dibuka didelok 
2 dipilih dicoblos","andika_hendi, luthfi_taj"
joss 02 gubernur jateng,luthfi_taj
buku sak rak di woco kabeh,unknown
2,luthfi_taj
rambo not sambo,"andika_hendi, luthfi_taj"
andika for jawa tengah,andika_hendi
pak lutfi gus yasin pilihan tepat,luthfi_taj
tenggelamkan wereng coklat,luthfi_taj
saya sekelurga pilih andika prakasa,andika_hendi
togel di wilayah semarang apa sudah clear,unknown
kami 1 rw pilih pak andika,andika_hendi
aku pilih rambo bukan sambo,"andika_hendi, luthfi_taj"
pilih yg santun dan perkasa,andika_hendi
jateng perkasa bersama andika hendi amiin,andika_hendi
ahmad lutfi minta bantuan presiden rakyat malah tambah simpati pada andika perkasa,"andika_hendi, luthfi_taj"
"hanya 02 yg sudah berpengalaman gus yasin mantan wakil gubernur tahun lalu 
bismillahirrahmanirrahim kami warga jateng mendukung dan memilih 02 pak luthfi gus yasinprogramnya jelas dan pro rakyat cilik apalagi gus yasin sudah berpengalaman mantan wakil gubernur jawa tengah 
nasionalis religius",luthfi_taj
bpkandika  bpkhendy yesss,andika_hendi
semoga jawa tengah lebih maju dengan pemimpin baru,unknown
jateng perkasa 01oke,andika_hendi
02 nyontek dari tema dan seolah mengetahui pertanyaannyakeren dah tau topiknya,luthfi_taj
si kunir kampung tertinggi sedunia  daerah dieng masa iya pak,unknown
andika hendi jagoan perkasa jateng,andika_hendi
"disini yg mendukung o2 sebetulnya hanya 15 orang selebihnya andika 
tapi byk komentar untuk milih o2 tapi akun yg sama semua","andika_hendi, luthfi_taj"
satu hati harga mati andika hendi pasti jadi,andika_hendi
lutfi dan mulyono tidak payu dijateng mau didukung prabowo atau donald trump gak akan pengaruhrakyat jateng cerdas all pilih andika,"andika_hendi, luthfi_taj"
buzzer2 ikut bekerja tidak di liat dr visi misinyanya penting no banteng  hadehh hadeh rakyat fufufafa makin gk mutu,"andika_hendi, luthfi_taj"
jawabannya lebih mantap dan berwibawa pak andika tetap pilih pak andika gak disetir banyak partai,andika_hendi
mau didukung prabowo dan simulyono tidak akan pengaruh rakyat tidak goblokrakyat sudah muak sama mulyonoapalagi sama lutfi yg bukan dari aklpolsedang prabowo dan gerindra mulai manuver blunder lihat saja prabowo seperti mulyono lama2 gerindra akan tenggelamintinya pak andika akan menang telak bravo andika,"andika_hendi, luthfi_taj"
pokoe apa pun alasannya tetep mileh nomer 2putra mbah moen,luthfi_taj
jateng perkasa all in 01 andika hendi,andika_hendi
dapat bansos tak terima tapi nyoblos ku tetep 1 broo yen wong cerdas kalau nyoblos selain 1 keledai,andika_hendi
santai tidak kesusu sabar andhika hendi,andika_hendi
10 tahun di pimpin teko pdip ganok perubahane blassmalah ddi provinsi termiskinumr terkecil,andika_hendi
tetap pilih rambo bukan sambo,"andika_hendi, luthfi_taj"
pilih andika orangnya jujur jangan pilih kelompok pembohong,andika_hendi
1,andika_hendi
